DATA_OWNER,COUNTRY,LOCATION_NAME,REGION,AREA,AREA_NAME,ABC_SITE,TOP_TIER_SITE,SITE_PARENT_ID,SITE_PARENT_NAME,GEO_WATERBODY,SITE_ID,SITE_NAME,SHREVE_LINK_NO,DS_SHREVE_LINK_NO,ALTITUDE_M,CATCHMENT_AREA_US_KM2,DISTANCE_TO_SOURCE_KM,DISTANCE_TO_TIDAL_LIMIT_KM,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,AGE_BAND,RUN_1,RUN_2,RUN_3,RUN_4,RUN_5,RUN_6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,STOUR/RIVER ALLEN/D/S FITCHES BRIDGE/,Stour,19680,River Allen,GB108043011090,8775,D/S Fitches Bridge,13,15,22.00,158.13,19.022,35.371,151232,15-08-2017,2017,SU0065102524,400651,102524,100.00,7.32,732,7.32,732,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,667134,111,Brown / sea trout,Salmo trutta,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,16-08-2017 10:43:50
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,STOUR/RIVER ALLEN/D/S FITCHES BRIDGE/,Stour,19680,River Allen,GB108043011090,8775,D/S Fitches Bridge,13,15,22.00,158.13,19.022,35.371,151232,15-08-2017,2017,SU0065102524,400651,102524,100.00,7.32,732,7.32,732,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,667133,118,Atlantic salmon,Salmo salar,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,16-08-2017 10:43:50
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TAW/TAW (MAIN RIVER)/RIVER MOLE/RIVER BRAY/LEWORTHY (TE)/,Taw,9124,River Bray,GB108050019950,9236,Leworthy (Te),11,14,200.00,22.55,7.631,61.274,74495,12-08-1999,1999,SS6770038000,267700,138000,60.00,6.88,413,6.88,413,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,236390,118,Atlantic salmon,Salmo salar,Age?,33,,,,,,33,,,,,Completed,No,No,17-02-2003 10:28:07
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TAW/TAW (MAIN RIVER)/LAPFORD YEO/MAIN LAPFORD YEO/NYMPHAYES (SP)/,Taw,21402,Main Lapford Yeo,GB108050008270,9811,Nymphayes (Sp),28,29,83.00,55.23,15.078,54.229,74510,02-09-1999,1999,SS7310005200,273100,105200,81.00,4.61,373,4.61,373,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,236458,111,Brown / sea trout,Salmo trutta,Age?,9,,,,,,9,,,,,Completed,No,No,17-02-2003 12:19:24
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,RIVER WEAR/RIVER GAUNLESS/RIVER GAUNLESS AT THE SLACK/,River Wear,58963,River Gaunless,GB103024072690,10792,River Gaunless at The Slack,16,17,166.00,26.06,11.525,84.043,77592,22-07-2003,2003,NZ1150025500,411500,525500,30.00,3.00,90,3.00,90,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,252533,111,Brown / sea trout,Salmo trutta,Age?,144,90,35,,,,269,311,14,0,0,Completed,No,No,17-10-2003 08:37:26
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,"RIVER TEES/SAP/BT ANNUAL, EGGLESTONE ABBEY/",River Tees,3439,River Tees,GB103025072510,3442,"SAP/BT Annual, Egglestone Abbey",759,760,122.00,516.64,54.767,105.206,77737,29-09-2003,2003,NZ0630015300,406300,515300,15.00,50.00,750,50.00,750,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,253093,154,Grayling,Thymallus thymallus,>1+,0,,,,,,0,,,,,Completed,No,No,21-10-2003 11:37:06
Environment Agency,England,Thames North East,South East,North East Thames,Hertfordshire and North London,LEE/MIMRAM/COLE GREEN WAY FARM/,Lee,10742,Mimram,GB106038033270,10744,Cole Green Way Farm,13,69,39.00,141.37,22.543,50.758,77743,14-10-2003,2003,TL3170812130,531708,212130,100.00,7.02,702,7.02,702,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,253122,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,21-10-2003 13:43:21
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/CHARNOCK BACK LANE (M61 BRIDGE)/,River Ribble,4010,River Yarrow,GB112070064951,11071,Charnock Back Lane (M61 bridge),6,7,80.00,6.39,4.847,35.581,79656,23-08-2002,2002,SD6038416307,360384,416307,90.00,5.10,459,5.10,459,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,263988,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,22-04-2004 12:22:18
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/CHARNOCK BACK LANE (M61 BRIDGE)/,River Ribble,4010,River Yarrow,GB112070064951,11071,Charnock Back Lane (M61 bridge),6,7,80.00,6.39,4.847,35.581,79656,23-08-2002,2002,SD6038416307,360384,416307,90.00,5.10,459,5.10,459,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,263988,111,Brown / sea trout,Salmo trutta,Age?,13,4,1,,,,18,18,1,1,0,Completed,No,No,22-04-2004 12:22:18
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER EHEN/1871.00 BRAYSTONES/,River Ehen,5452,River Ehen,GB112074069980,5458,1871.00 Braystones,133,146,12.00,136.19,35.511,3.642,78774,16-10-2003,2003,NY0072606013,300726,506013,50.00,12.70,635,12.70,635,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,259795,111,Brown / sea trout,Salmo trutta,0+,16,3,,,,,19,19,1,1,0,Completed,No,No,04-12-2003 10:08:36
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER EDEN/RIVER PETTERIL/1320.30 MELBOURNE PARK DS FISH PASS/,River Eden,5009,River Petteril,GB102076074030,11928,1320.30 Melbourne Park DS fish pass,44,1405,13.00,163.84,43.666,18.292,78776,26-03-2003,2003,NY4143655319,341436,555319,46.00,8.70,400,8.70,400,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,259815,111,Brown / sea trout,Salmo trutta,0+,0,,,,,,0,,,,,Completed,No,No,04-12-2003 14:09:31
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER EHEN/ENNERDALE TRIBUTARIES/RIVER LIZA/1860.30 US IRISH BRIDGE, RIVER LIZA/",River Ehen,5453,River Liza,GB112074070010,11699,"1860.30 US Irish Bridge, River Liza",40,45,115.00,26.31,10.224,28.929,6630,22-08-1996,1996,NY1310714213,313107,514213,50.00,12.10,605,12.10,605,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,258885,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,25-11-2003 18:32:50
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - CONFL VYRNWY TO BEWDLEY/SEVERN - CONFL VYRNWY TO BEWDLEY (TRIBUTARIES)/REA BROOK (SHROPS)/MEOLE BRACE/,River Severn,991,Rea Brook (Shrops),GB109054049630,1169,Meole Brace,122,1699,56.00,187.23,31.745,196.630,74220,13-07-1993,1993,SJ4910010900,349100,310900,100.00,10.00,1000,10.00,1000,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,235055,118,Atlantic salmon,Salmo salar,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,11-02-2003 10:27:40
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - CONFL VYRNWY TO BEWDLEY/SEVERN - CONFL VYRNWY TO BEWDLEY (TRIBUTARIES)/REA BROOK (SHROPS)/MEOLE BRACE/,River Severn,991,Rea Brook (Shrops),GB109054049630,1169,Meole Brace,122,1699,56.00,187.23,31.745,196.630,74220,13-07-1993,1993,SJ4910010900,349100,310900,100.00,10.00,1000,10.00,1000,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,235055,118,Atlantic salmon,Salmo salar,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,11-02-2003 10:27:40
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/THRUSHEL/MAIN THRUSHEL/TOWNLEIGH/,Tamar,10622,Main Thrushel,GB108047008010,10668,Townleigh,63,64,74.00,55.71,15.661,65.136,77343,19-08-2003,2003,SX4255387179,242553,87179,52.60,6.22,327,6.22,327,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,251281,111,Brown / sea trout,Salmo trutta,1+,2,1,1,,,,4,4,1,1,0,Completed,No,No,07-10-2003 16:33:40
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MEAVY/MAIN MEAVY/HOO MEAVY/,Plym,7181,Main Meavy,GB108047003660,7308,Hoo Meavy,19,20,114.00,38.89,12.897,18.612,101982,15-06-2000,2000,SX5262065810,252620,65810,55.10,8.30,457,8.30,457,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,373883,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,23-10-2006 13:46:09
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MEAVY/MAIN MEAVY/HOO MEAVY/,Plym,7181,Main Meavy,GB108047003660,7308,Hoo Meavy,19,20,114.00,38.89,12.897,18.612,101982,15-06-2000,2000,SX5262065810,252620,65810,55.10,8.30,457,8.30,457,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,373882,118,Atlantic salmon,Salmo salar,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,23-10-2006 13:46:09
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MEAVY/MAIN MEAVY/HOO MEAVY/,Plym,7181,Main Meavy,GB108047003660,7308,Hoo Meavy,19,20,114.00,38.89,12.897,18.612,102044,11-06-1999,1999,SX5262065810,252620,65810,61.00,8.10,494,8.10,494,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,374181,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,24-10-2006 13:32:46
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MAIN PLYM/HAM/,Plym,7172,Main Plym,GB108047004040,7175,Ham,43,44,38.00,75.12,17.189,14.320,102051,10-07-1998,1998,SX5315062590,253150,62590,69.90,9.20,643,9.20,643,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,374204,111,Brown / sea trout,Salmo trutta,Age?,25,22,8,,,,55,67,9,0,0,Completed,No,No,24-10-2006 16:35:21
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,MENALHYL/REDBARN/,Menalhyl,15986,Menalhyl,GB108049000070,19268,Redbarn,7,9,66.00,15.09,5.492,9.683,104389,23-05-1986,1986,SW9232063750,192320,63750,75.00,3.71,278,3.71,278,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,384875,111,Brown / sea trout,Salmo trutta,Age?,162,,,,,,162,,,,,Completed,No,No,05-03-2007 14:04:08
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/THRUSHEL/WOLF/MAIN WOLF/REXON/,Tamar,10650,Main Wolf,GB108047008020,10651,Rexon,30,33,77.00,33.71,12.368,65.099,105026,20-07-1998,1998,SX4088188334,240881,88334,55.00,5.70,314,5.70,314,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,387615,118,Atlantic salmon,Salmo salar,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,12-04-2007 10:50:05
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/THRUSHEL/WOLF/MAIN WOLF/REXON/,Tamar,10650,Main Wolf,GB108047008020,10651,Rexon,30,33,77.00,33.71,12.368,65.099,105026,20-07-1998,1998,SX4088188334,240881,88334,55.00,5.70,314,5.70,314,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,387615,118,Atlantic salmon,Salmo salar,Age?,2,1,0,,,,3,3,0,1,0,Completed,No,No,12-04-2007 10:50:05
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER URE/JERVAULX ABBEY (UPPER SITE)/,River Ure,3800,River Ure,GB104027069462,3814,Jervaulx Abbey (upper site),759,760,91.00,494.45,53.527,175.895,24230,27-07-2001,2001,SE1640086200,416400,486200,55.00,30.00,1650,30.00,1650,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,373240,154,Grayling,Thymallus thymallus,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,19-02-2002 13:42:38
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LYNHER/TIDDY BROOK/MAIN TIDDY BROOK/TREWEATHA/,Lynher,24803,Main Tiddy Brook,GB108047003890,19264,Treweatha,7,8,72.00,9.23,4.504,29.100,101283,30-08-2006,2006,SX2940065900,229400,65900,53.60,2.70,145,2.70,145,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,369888,118,Atlantic salmon,Salmo salar,0+,9,,,,,,9,,,,,Completed,No,No,13-09-2006 14:00:34
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - BEWDLEY TO CONFL AVON/SEVERN - BEWDLEY TO CONFL AVON (TRIBUTARIES)/RIVER TEME/LEDWYCHE BROOK/LEDWYCHE BRIDGE/,River Severn,1010,Ledwyche Brook,GB109054044490,1382,Ledwyche Bridge,52,594,57.00,89.76,24.744,142.262,101345,13-09-2006,2006,SO5749868645,357498,268645,50.00,4.00,200,4.00,200,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,5,370255,111,Brown / sea trout,Salmo trutta,0+,0,0,0,0,0,,0,0,0,0,0,Completed,No,No,18-09-2006 10:11:11
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - BEWDLEY TO CONFL AVON/SEVERN - BEWDLEY TO CONFL AVON (TRIBUTARIES)/RIVER TEME/LEDWYCHE BROOK/LEDWYCHE BRIDGE/,River Severn,1010,Ledwyche Brook,GB109054044490,1382,Ledwyche Bridge,52,594,57.00,89.76,24.744,142.262,101345,13-09-2006,2006,SO5749868645,357498,268645,50.00,4.00,200,4.00,200,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,5,370254,118,Atlantic salmon,Salmo salar,>1+,0,0,0,0,0,,0,0,0,0,0,Completed,No,No,18-09-2006 10:11:11
Environment Agency,England,Midlands West,Midlands,West,Shropshire Herefordshire Worcestershire and Gloucestershire,RIVER SEVERN/SEVERN - BEWDLEY TO CONFL AVON/SEVERN - BEWDLEY TO CONFL AVON (TRIBUTARIES)/RIVER TEME/LEDWYCHE BROOK/LEDWYCHE BRIDGE/,River Severn,1010,Ledwyche Brook,GB109054044490,1382,Ledwyche Bridge,52,594,57.00,89.76,24.744,142.262,101345,13-09-2006,2006,SO5749868645,357498,268645,50.00,4.00,200,4.00,200,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,5,370254,118,Atlantic salmon,Salmo salar,Age?,2,7,12,11,5,,37,121,169,0,0,Completed,No,No,18-09-2006 10:11:11
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER LUNE/LECK BECK/NETHER BURROW/,River Lune,8141,Leck Beck,GB112072071690,8142,Nether Burrow,29,884,37.00,27.20,13.182,38.589,101704,21-09-2006,2006,SD6144275564,361442,475564,45.00,8.25,371,8.25,371,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,372272,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,09-10-2006 09:37:54
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/MAIN FOWEY/LOWER LANGDON/,Fowey,8410,Main Fowey,GB108048007650,8412,Lower Langdon,13,14,198.00,22.36,11.585,37.658,100695,01-08-2006,2006,SX2158072700,221580,72700,54.90,5.70,313,5.70,313,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,366749,111,Brown / sea trout,Salmo trutta,1+,10,2,2,,,,14,14,1,1,0,Completed,No,No,17-08-2006 15:33:24
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/MAIN FOWEY/LOWER LANGDON/,Fowey,8410,Main Fowey,GB108048007650,8412,Lower Langdon,13,14,198.00,22.36,11.585,37.658,100695,01-08-2006,2006,SX2158072700,221580,72700,54.90,5.70,313,5.70,313,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,366748,118,Atlantic salmon,Salmo salar,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,17-08-2006 15:33:24
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/ST. NEOT/,Fowey,8416,St Neot,GB108048007640,8418,St. Neot,8,9,111.00,18.74,10.363,29.582,102086,10-10-2006,2006,SX1790068000,217900,68000,61.40,5.39,331,5.39,331,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,374391,111,Brown / sea trout,Salmo trutta,>1+,10,3,1,,,,14,14,1,1,0,Completed,No,No,25-10-2006 15:14:47
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/ST NEOT/ST. NEOT/,Fowey,8416,St Neot,GB108048007640,8418,St. Neot,8,9,111.00,18.74,10.363,29.582,102086,10-10-2006,2006,SX1790068000,217900,68000,61.40,5.39,331,5.39,331,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,374391,111,Brown / sea trout,Salmo trutta,Age?,2,0,0,,,,2,2,0,1,0,Completed,No,No,25-10-2006 15:14:47
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TORRIDGE/RIVER TORRIDGE/RIVER OKEMENT/EAST OKEMENT/D/S A30 ROAD BRIDGE (TE)/,Torridge,9147,East Okement,GB108050008100,9258,D/s A30 Road Bridge (Te),8,24,187.00,19.27,7.716,62.576,123514,10-08-2010,2010,SX6007094710,260070,94710,50.00,4.27,214,4.27,214,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,477579,118,Atlantic salmon,Salmo salar,0+,76,,,,,,76,,,,,Completed,No,No,23-08-2010 13:30:38
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/RIVER RYBURN/BAR LANE (U/S BOOTH DEAN CLOUGH) (WR)/,River Calder catchment,11855,River Ryburn,GB104027062540,11990,Bar Lane (u/s Booth Dean Clough) (WR),16,48,158.00,13.66,7.856,160.179,120003,07-09-2009,2009,SE0321818635,403218,418635,50.00,5.15,258,5.15,258,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,457190,111,Brown / sea trout,Salmo trutta,Age?,101,26,6,,,,133,134,2,1,0,Completed,No,No,09-11-2009 11:58:40
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,FROME/MAIN RIVER SITES/LOWER BOCKHAMPTON/,Frome,16251,Main river sites,GB108044009690,21535,Lower Bockhampton,1,38,46.00,0.34,0.321,41.812,126495,14-06-2011,2011,SY7211790452,372117,90452,100.00,6.66,666,6.66,666,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,492427,154,Grayling,Thymallus thymallus,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,14-06-2011 14:21:57
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,FROME/MAIN RIVER SITES/LOWER BOCKHAMPTON/,Frome,16251,Main river sites,GB108044009690,21535,Lower Bockhampton,1,38,46.00,0.34,0.321,41.812,126495,14-06-2011,2011,SY7211790452,372117,90452,100.00,6.66,666,6.66,666,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,492427,154,Grayling,Thymallus thymallus,Age?,2,0,0,,,,2,2,0,1,0,Completed,No,No,14-06-2011 14:21:57
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,STOUR/RIVER ALLEN/WITCHAMPTON MILL/,Stour,19680,River Allen,GB108043011090,8778,Witchampton Mill,7,8,30.00,121.30,12.970,41.424,123731,25-08-2010,2010,ST9990006800,399900,106800,102.50,7.60,779,7.60,779,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,478570,111,Brown / sea trout,Salmo trutta,Age?,0,,,,,,0,,,,,Completed,No,No,13-09-2010 12:13:59
Environment Agency,England,Southern Solent and South Downs,South East,Solent and South Downs,Solent and South Downs,"TEST/LONGPARISH, SOUTHSIDE CARRIER/",Test,6262,Test,GB107042022700,35932,"Longparish, Southside Carrier",2,23,54.00,0.80,0.716,46.040,123948,16-09-2010,2010,SU4387144223,443871,144223,85.00,6.10,519,6.10,519,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,479644,154,Grayling,Thymallus thymallus,0+,0,,,,,,0,,,,,Completed,No,No,22-09-2010 17:01:26
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TEIGN/MAIN RIVERTEIGN/SOUTH TEIGN/LEIGH BRIDGE (TE)/,Teign,9160,South Teign,GB108046008510,9244,Leigh Bridge (Te),9,30,182.00,16.97,8.084,48.152,123045,22-07-2010,2010,SX6830087630,268300,87630,70.00,6.45,452,6.45,452,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,474958,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,23-07-2010 16:01:59
Environment Agency,England,Southern Kent and East Sussex,South East,Solent and South Downs,Solent and South Downs,OUSE/EAST MASCALLS BRIDGE/,Ouse,3371,Ouse,GB107041012690,5373,East Mascalls Bridge,89,96,28.00,70.30,17.518,39.600,124004,14-09-2010,2010,TQ3643025528,536430,125528,100.00,5.20,520,5.20,520,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,479978,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,28-09-2010 15:25:03
Environment Agency,England,Southern Kent and East Sussex,South East,Solent and South Downs,Solent and South Downs,PEVENSEY LEVELS/WALLERS HAVEN/TROLLILOES STREAM/TROLLILOES/,Pevensey Levels,13514,Trolliloes Stream,GB107041012610,13515,Trolliloes,3,6,27.00,4.48,4.283,15.801,122415,21-06-2010,2010,TQ6318315233,563183,115233,150.00,2.12,318,2.12,318,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,472131,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,23-06-2010 15:10:47
Environment Agency,England,South West Devon and Cornwall (Devon),South West,Devon and Cornwall,Devon and Cornwall,TORRIDGE/RIVER TORRIDGE/RIVER WALDON/MAIN RIVER WALDON/INSTAPLE (SP)/,Torridge,21444,Main River Waldon,GB108050014270,9491,Instaple (Sp),11,12,138.00,14.95,6.399,74.075,127243,28-07-2011,2011,SS3299012180,232990,112180,65.00,4.78,311,4.78,311,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,496909,118,Atlantic salmon,Salmo salar,0+,0,,,,,,0,,,,,Completed,No,No,03-08-2011 15:37:40
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/CHARNOCK BACK LANE (M61 BRIDGE)/,River Ribble,4010,River Yarrow,GB112070064951,11071,Charnock Back Lane (M61 bridge),6,7,80.00,6.39,4.847,35.581,123665,03-09-2010,2010,SD6038416307,360384,416307,90.00,5.10,459,5.10,459,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,478267,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,06-09-2010 11:53:58
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CARRICK ROADS/FAL/GWINDRA STREAM/MAIN GWINDRA STREAM/GWINDRA/,Carrick Roads,10684,Main Gwindra Stream,GB108048001350,16258,Gwindra,3,9,63.00,16.58,5.458,23.494,127049,19-07-2011,2011,SW9507852728,195078,52728,61.40,4.28,263,4.28,263,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,495715,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,21-07-2011 10:48:12
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER AIRE CATCHMENT/RIVER AIRE TRIBUTARIES/RIVER WORTH/D/S PONDEN MILL (WR)/,River Aire catchment,11971,River Worth,GB104027064210,11972,D/S Ponden Mill (WR),1,14,213.00,0.30,0.783,156.860,124706,10-10-2010,2010,SD9999537223,399995,437223,48.50,4.55,221,4.55,221,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,4,483225,111,Brown / sea trout,Salmo trutta,1+,4,0,1,0,,,5,5,0,1,0,Completed,No,No,28-10-2010 15:18:09
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER AIRE CATCHMENT/RIVER AIRE TRIBUTARIES/RIVER WORTH/D/S PONDEN MILL (WR)/,River Aire catchment,11971,River Worth,GB104027064210,11972,D/S Ponden Mill (WR),1,14,213.00,0.30,0.783,156.860,124706,10-10-2010,2010,SD9999537223,399995,437223,48.50,4.55,221,4.55,221,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,4,483225,111,Brown / sea trout,Salmo trutta,Age?,15,4,2,2,,,23,23,1,1,0,Completed,No,No,28-10-2010 15:18:09
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/TINWELL TO PEAKIRK/STAMFORD MEADOWS/,Welland Catchment,23196,Tinwell to Peakirk,GB105031050580,6213,Stamford Meadows,122,123,20.00,546.75,65.695,62.717,122311,13-05-2010,2010,TF0256006360,502560,306360,125.00,15.00,1875,15.00,1875,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,471568,111,Brown / sea trout,Salmo trutta,1+,0,0,,,,,0,0,0,0,0,Completed,No,No,14-06-2010 13:41:30
